ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,Year
13147633,JH13147633,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2026
13147634,JH13147634,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13147635,JH13147635,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13147636,JH13147636,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,11,42,8,06,2026
13147637,JH13147637,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,17,42,8,06,2026
13147638,JH13147638,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,1,42,8,06,2026
13147639,JH13147639,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13147640,JH13147640,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,true,1224,12,42,8,06,2026
13147641,JH13147641,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13147642,JH13147642,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13147643,JH13147643,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,20,42,8,06,2026
13147644,JH13147644,08/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2026
13147645,JH13147645,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,20,42,8,06,2026
13147646,JH13147646,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,1,42,8,06,2026
13147647,JH13147647,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13147648,JH13147648,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13147649,JH13147649,08/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13147650,JH13147650,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2026
13147651,JH13147651,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13147652,JH13147652,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2026
13147653,JH13147653,08/12/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,true,false,1224,25,42,8,06,2026
13147654,JH13147654,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13147655,JH13147655,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,15,42,8,06,2026
13147656,JH13147656,08/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13147657,JH13147657,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,14,42,8,06,2026
13147658,JH13147658,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13147659,JH13147659,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,5,42,8,06,2026
13147660,JH13147660,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13147661,JH13147661,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13147662,JH13147662,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,false,1224,4,42,8,06,2026
13147663,JH13147663,08/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13147664,JH13147664,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,true,1224,1,42,8,06,2026
13147665,JH13147665,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2026
13147666,JH13147666,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13147667,JH13147667,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,4,42,8,06,2026
13147668,JH13147668,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13147669,JH13147669,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,12,42,8,06,2026
13147670,JH13147670,08/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13147671,JH13147671,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13147672,JH13147672,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13147673,JH13147673,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,true,1224,11,42,8,06,2026
13147674,JH13147674,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,9,42,8,06,2026
13147675,JH13147675,08/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13147676,JH13147676,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,22,42,8,06,2026
13147677,JH13147677,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13147678,JH13147678,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2026
13147679,JH13147679,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,true,1224,25,42,8,06,2026
13147680,JH13147680,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,true,1224,1,42,8,06,2026
13147681,JH13147681,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13147682,JH13147682,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13147683,JH13147683,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13147684,JH13147684,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13147685,JH13147685,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13147686,JH13147686,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,12,42,8,06,2026
13147687,JH13147687,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13147688,JH13147688,08/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13147689,JH13147689,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13147690,JH13147690,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13147691,JH13147691,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,false,1224,3,42,8,06,2026
13147692,JH13147692,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,true,1224,18,42,8,06,2026
13147693,JH13147693,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13147694,JH13147694,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,8,42,8,06,2026
13147695,JH13147695,08/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13147696,JH13147696,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,3,42,8,06,2026
13147697,JH13147697,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13147698,JH13147698,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13147699,JH13147699,08/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13147700,JH13147700,08/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,true,1224,16,42,8,06,2026
13147701,JH13147701,08/12/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2026
13147702,JH13147702,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,true,1224,11,42,8,06,2026
13147703,JH13147703,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13147704,JH13147704,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13147705,JH13147705,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,3,42,8,06,2026
13147706,JH13147706,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13147707,JH13147707,08/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13147708,JH13147708,08/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,true,1224,14,42,8,06,2026
13147709,JH13147709,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13147710,JH13147710,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13147711,JH13147711,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13147712,JH13147712,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13147713,JH13147713,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,true,false,1224,10,42,8,06,2026
13147714,JH13147714,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13147715,JH13147715,08/12/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,true,1224,16,42,8,06,2026
13147716,JH13147716,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,14,42,8,06,2026
13147717,JH13147717,08/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,true,1224,1,42,8,06,2026
13147718,JH13147718,08/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13147719,JH13147719,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,22,42,8,06,2026
13147720,JH13147720,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13147721,JH13147721,08/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13147722,JH13147722,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,17,42,8,06,2026
13147723,JH13147723,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,8,42,8,06,2026
13147724,JH13147724,08/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13147725,JH13147725,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13147726,JH13147726,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2026
13147727,JH13147727,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,6,42,8,06,2026
13147728,JH13147728,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2026
13147729,JH13147729,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13147730,JH13147730,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,12,42,8,06,2026
13147731,JH13147731,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13147732,JH13147732,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13147733,JH13147733,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13147734,JH13147734,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13147735,JH13147735,08/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13147736,JH13147736,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13147737,JH13147737,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,22,42,8,06,2026
13147738,JH13147738,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13147739,JH13147739,08/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13147740,JH13147740,08/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13147741,JH13147741,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13147742,JH13147742,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13147743,JH13147743,08/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13147744,JH13147744,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13147745,JH13147745,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13147746,JH13147746,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13147747,JH13147747,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2026
13147748,JH13147748,08/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13147749,JH13147749,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,true,1224,16,42,8,06,2026
13147750,JH13147750,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13147751,JH13147751,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13147752,JH13147752,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13147753,JH13147753,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13147754,JH13147754,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,6,42,8,06,2026
13147755,JH13147755,08/12/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13147756,JH13147756,08/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2026
13147757,JH13147757,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2026
13147758,JH13147758,08/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13147759,JH13147759,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13147760,JH13147760,08/12/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2026
13147761,JH13147761,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13147762,JH13147762,08/12/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13147763,JH13147763,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13147764,JH13147764,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,14,42,8,06,2026
13147765,JH13147765,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,true,1224,7,42,8,06,2026
13147766,JH13147766,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13147767,JH13147767,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13147768,JH13147768,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13147769,JH13147769,08/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,true,false,1224,11,42,8,06,2026
13147770,JH13147770,08/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13147771,JH13147771,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13147772,JH13147772,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13147773,JH13147773,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,24,42,8,06,2026
13147774,JH13147774,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2026
13147775,JH13147775,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13147776,JH13147776,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13147777,JH13147777,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13147778,JH13147778,08/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,true,false,1224,9,42,8,06,2026
13147779,JH13147779,08/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2026
13147780,JH13147780,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,true,true,1224,12,42,8,06,2026
13147781,JH13147781,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,9,42,8,06,2026
13147782,JH13147782,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13147783,JH13147783,08/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13147784,JH13147784,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,true,1224,15,42,8,06,2026
13147785,JH13147785,08/12/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13147786,JH13147786,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2026
13147787,JH13147787,08/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13147788,JH13147788,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13147789,JH13147789,08/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13147790,JH13147790,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13147791,JH13147791,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2026
13147792,JH13147792,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2026
13147793,JH13147793,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13147794,JH13147794,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13147795,JH13147795,08/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,true,1224,22,42,8,06,2026
13147796,JH13147796,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2026
13147797,JH13147797,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13147798,JH13147798,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13147799,JH13147799,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,16,42,8,06,2026
13147800,JH13147800,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13147801,JH13147801,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2026
13147802,JH13147802,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2026
13147803,JH13147803,08/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13147804,JH13147804,08/12/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13147805,JH13147805,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13147806,JH13147806,08/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13147807,JH13147807,08/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,7,42,8,06,2026
13147808,JH13147808,08/12/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13147809,JH13147809,08/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
