ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,NumDealsPurchases,NumWebPurchases,NumStorePurchases,Response
1995,1975,Graduation,Married,49694.31598293562,0,0,52,802,11,629,3,1,7,0
1996,1983,Master,Together,43275.95613037381,0,0,30,347,0,350,0,2,8,0
1997,1994,PhD,Married,39368.61834942851,1,1,21,368,9,112,0,4,6,0
1998,1955,Graduation,Married,67930.29921585681,2,0,10,79,7,113,4,1,7,0
1999,1986,PhD,Together,67922.67329847523,0,1,33,637,1,347,2,4,4,1
2000,1982,2n Cycle,Married,54998.37306963748,0,0,14,231,20,151,6,4,6,0
2001,1971,Graduation,Married,54402.40565437317,0,1,9,583,18,115,1,3,9,0
2002,1970,Master,Together,34866.788981331774,0,1,95,94,2,207,0,4,5,0
2003,1955,Graduation,Married,37260.15338686944,0,2,52,422,9,40,3,6,8,0
2004,1955,Master,Married,17847.01233749564,0,1,47,256,91,316,2,2,8,1
2005,1997,Master,Together,46984.97136443338,0,0,30,14,3,113,5,5,2,0
2006,1953,Graduation,Together,67714.82579422393,0,0,36,155,10,138,7,10,9,0
2007,1979,Graduation,Divorced,79086.5979354912,1,1,27,60,1,14,2,4,6,0
2008,1960,Master,Together,47104.40284189073,0,0,30,133,4,55,1,2,10,0
2009,1979,Graduation,Together,61833.37664019381,0,1,69,145,36,83,3,6,4,0
2010,1980,Master,Together,15000.0,0,1,13,193,13,80,3,3,9,0
2011,1973,Graduation,Single,43341.43359203152,1,0,86,275,18,225,4,4,4,0
2012,1958,Basic,Divorced,42872.75239733473,1,0,15,253,5,49,2,2,2,0
2013,1952,Master,Divorced,81823.36628450766,0,0,24,11,34,30,1,4,4,0
2014,1980,2n Cycle,Single,59858.66921842836,0,0,38,416,41,131,4,5,7,0
2015,1989,Graduation,Married,61885.10845761214,0,0,65,893,5,143,4,2,2,0
2016,1986,PhD,Married,60846.56621997985,1,0,37,128,1,19,2,6,5,0
2017,1985,PhD,Married,52908.854646644424,1,0,40,59,2,0,2,5,6,0
2018,1973,Graduation,Divorced,82647.30661698259,1,0,97,232,32,374,5,6,4,0
2019,1980,Graduation,Single,15000.0,0,0,39,366,4,12,4,1,7,0
2020,1955,Graduation,Single,54924.20817430836,2,0,63,340,20,342,3,6,7,0
2021,1951,Master,Married,74596.05703279127,2,0,88,284,4,76,1,2,4,0
2022,1969,PhD,Single,15000.0,1,1,99,47,5,158,5,4,9,0
2023,1977,Graduation,Married,68758.35707544605,0,0,15,543,0,30,2,2,6,0
2024,1960,PhD,Married,36776.73517469367,0,0,81,166,11,260,0,4,3,0
2025,1953,Graduation,Married,54196.31857684082,0,1,76,75,2,29,2,2,6,0
2026,1964,Graduation,Together,36392.81238109146,0,2,58,27,15,73,3,8,8,0
2027,1955,2n Cycle,Together,71183.03353098044,0,0,90,161,27,40,4,2,8,0
2028,1998,2n Cycle,Divorced,46232.76237552868,1,0,97,288,13,272,3,2,4,0
2029,1979,PhD,Married,68915.93712714424,1,0,10,328,36,293,1,1,5,0
2030,1987,Graduation,Together,60706.59672528682,2,0,0,986,40,69,0,4,2,0
2031,1951,Master,Together,36124.15031882323,0,2,12,49,35,55,1,2,3,0
2032,1964,Graduation,Married,62037.18380791051,0,1,29,1275,82,222,2,3,13,0
2033,1960,Graduation,Single,38728.61883974535,1,1,68,318,8,316,1,2,8,0
2034,1957,Graduation,Single,53282.561876799475,0,0,17,181,6,146,1,4,6,0
2035,1975,PhD,Single,45868.112770204,0,1,77,657,28,393,2,4,8,0
2036,1994,PhD,Divorced,69998.23732777547,2,0,12,355,27,72,2,2,5,0
2037,1993,Graduation,Single,62806.445414748356,1,0,31,128,21,24,3,8,4,1
2038,1954,PhD,Married,51385.569027905156,0,0,70,646,0,29,3,9,8,0
2039,1955,2n Cycle,Single,38285.76445688678,1,0,71,329,24,166,6,1,6,0
2040,1975,Graduation,Married,26620.170203385635,1,0,49,360,81,78,1,2,7,0
2041,1953,Master,Married,54713.12838581396,1,1,70,680,12,25,0,3,5,0
2042,1968,Basic,Married,39354.182136964824,1,0,79,178,102,51,0,3,10,0
2043,1969,Graduation,Single,15000.0,0,0,30,320,13,113,2,7,1,1
2044,1982,Graduation,Single,25399.429180074992,1,0,50,409,4,19,3,3,5,0
2045,1969,PhD,Married,84517.50611083434,0,0,26,181,15,0,4,2,13,0
2046,1998,PhD,Single,38800.47230021109,0,1,59,26,20,373,3,2,3,0
2047,1961,Master,Divorced,73643.25555020804,2,1,32,442,29,54,3,5,8,0
2048,1996,Graduation,Married,44867.005456034385,0,1,52,14,21,37,3,3,8,0
2049,1950,2n Cycle,Married,76791.55270321626,1,0,92,379,23,179,3,4,4,1
2050,1975,Graduation,Single,75343.28034948756,1,1,71,725,0,288,1,5,7,0
2051,1963,Graduation,Married,35486.091461986856,2,1,32,127,8,150,4,4,9,0
2052,1987,PhD,Together,15000.0,1,0,40,32,11,44,1,6,7,0
2053,1986,Graduation,Married,15000.0,0,0,18,79,130,296,0,1,7,0
2054,1960,Graduation,Together,35826.76992088586,0,1,84,247,10,107,6,4,9,1
2055,1985,Graduation,Single,89792.68851115083,0,0,40,857,68,71,1,5,6,0
2056,1962,Graduation,Single,43788.758501549215,0,0,84,215,10,139,4,4,4,1
2057,1992,Graduation,Single,54904.87900146909,0,0,88,35,3,180,3,4,4,0
2058,1952,2n Cycle,Divorced,78066.7373240678,0,0,41,296,8,135,5,7,2,0
2059,1982,Graduation,Single,54206.42726223376,1,0,22,395,9,379,3,6,4,0
2060,1955,Master,Single,53517.8207704155,2,0,74,149,114,148,6,3,6,0
2061,1999,Master,Married,64453.26387890293,1,1,32,383,33,316,4,3,5,0
2062,1959,2n Cycle,Together,57779.395110199745,1,0,19,117,80,132,3,5,4,0
2063,1954,Graduation,Married,50010.6578999303,0,1,24,466,54,59,1,5,11,0
2064,1972,Basic,Single,37571.01313605116,0,0,89,125,25,113,1,6,5,1
2065,1959,PhD,Married,53569.77781730912,0,2,51,88,33,13,4,3,11,0
2066,1993,PhD,Together,73887.99594166281,1,2,11,634,29,39,2,0,9,0
2067,1951,PhD,Married,87640.09173997442,0,1,31,238,32,218,2,5,4,1
2068,1962,Master,Single,57845.5328313782,1,2,32,100,9,162,3,4,7,1
2069,1989,Graduation,Divorced,67103.22270191945,0,1,73,820,15,27,2,2,7,0
2070,1951,Master,Married,57394.614143256236,0,1,67,352,26,86,1,4,7,0
2071,1969,PhD,Divorced,50253.412711927944,0,0,14,74,1,22,2,5,11,0
2072,1950,Master,Married,62285.14157225369,0,0,50,286,19,290,3,8,4,0
2073,1986,2n Cycle,Together,75786.65668624968,0,1,5,612,58,17,3,1,5,0
2074,1958,Graduation,Divorced,34272.763279617095,1,0,90,357,20,159,2,5,7,0
2075,1966,2n Cycle,Married,22972.06595374182,1,1,68,84,24,140,1,4,3,0
2076,1958,Graduation,Widow,41339.83500727068,0,1,68,313,6,96,2,10,8,0
2077,1960,Graduation,Married,56233.23886599408,1,0,81,289,47,48,3,4,10,1
2078,1964,Graduation,Married,69397.43235242463,0,1,91,515,13,77,3,5,4,0
2079,1973,Graduation,Divorced,32209.84350289024,2,0,34,58,94,246,3,5,3,0
2080,1987,PhD,Married,15000.0,0,0,85,360,152,215,4,3,9,0
2081,1984,Graduation,Widow,41811.026866579676,1,0,33,8,74,201,2,6,6,0
2082,1979,Graduation,Widow,48121.71548683528,0,0,62,357,2,207,3,6,2,0
2083,1980,2n Cycle,Married,28754.53033177124,0,0,67,968,12,23,0,4,8,0
2084,1998,Master,Together,36878.18142365376,0,0,17,57,87,15,2,3,6,0
2085,1954,Master,Married,69345.66820173996,0,0,25,111,48,296,2,6,4,0
2086,1993,Basic,Together,53562.40139192198,0,1,85,262,72,272,3,4,8,0
2087,1999,Master,Married,58912.44237218636,0,1,96,395,25,171,1,0,7,0
2088,1963,Graduation,Married,44886.35536778905,2,0,60,126,19,139,1,8,9,0
2089,1960,Graduation,Married,36917.79178083348,1,0,77,327,3,68,1,6,3,1
2090,1958,Master,Together,44742.03541151712,1,1,94,688,54,38,4,2,6,0
2091,1983,Graduation,Widow,61977.60388359384,1,1,73,389,41,165,2,3,5,0
2092,1961,PhD,Single,22173.595773175664,2,0,87,372,1,366,2,4,4,1
2093,1984,Graduation,Single,85003.40519664023,0,0,84,144,7,86,3,5,8,0
2094,1984,Graduation,Together,63497.16991364806,0,1,47,727,24,54,0,3,10,0
2095,1950,PhD,Single,41282.3979141857,1,1,71,97,34,47,3,3,4,0
2096,1989,PhD,Married,68268.14235773002,1,0,95,68,4,3,2,4,3,0
2097,1971,PhD,Single,76446.98134146216,0,0,30,135,8,110,1,5,7,0
2098,1978,PhD,Widow,45393.23900795123,0,0,33,315,6,666,3,2,9,0
2099,1957,Graduation,Married,47668.304204698776,0,1,86,593,7,253,2,1,10,0
2100,1960,Graduation,Single,81869.4842694601,2,0,88,42,76,341,2,7,6,0
2101,1990,Basic,Single,94379.50293836197,0,0,6,504,37,145,1,5,5,1
2102,1986,PhD,Divorced,52588.71315136215,2,0,82,502,40,98,1,3,5,0
2103,1963,Graduation,Single,28835.713058220514,2,2,6,265,47,697,1,3,2,0
2104,1979,Master,Married,42587.956901508835,1,1,46,428,13,88,2,2,7,0
2105,1984,Graduation,Married,72660.31488938403,0,1,7,60,43,373,1,2,7,0
2106,1970,Graduation,Married,31395.69407972411,0,1,77,55,115,215,4,1,4,0
2107,1986,Graduation,Single,47834.33600481962,0,0,0,595,35,60,3,1,5,0
2108,1954,Master,Married,57851.697628632595,0,2,76,206,16,104,0,6,8,0
2109,1968,PhD,Divorced,33545.70627184665,1,0,2,84,37,72,3,3,5,0
2110,1963,Graduation,Married,73928.69123752153,0,1,52,350,69,21,1,8,5,0
2111,1975,Basic,Married,65879.3503040875,0,0,91,667,4,66,2,5,6,0
2112,1953,Graduation,Together,92190.91819050585,0,0,37,300,9,329,1,1,9,0
2113,1974,Graduation,Single,67629.21791715545,2,0,50,128,75,209,4,5,5,0
2114,1994,Graduation,Married,32782.20728867923,0,1,14,198,87,48,0,7,3,0
2115,1991,Graduation,Together,62607.38121818383,2,1,99,418,19,68,2,4,10,0
2116,1974,Graduation,Together,71760.43347031713,0,0,66,20,14,143,1,3,6,1
2117,1967,PhD,Married,72789.57628250693,0,0,63,73,9,80,1,1,8,0
2118,1989,Master,Married,36463.157042185274,0,2,67,186,20,104,1,8,2,0
2119,1957,PhD,Single,34073.2459528905,0,0,4,278,81,179,0,8,6,0
2120,1988,Graduation,Together,29207.25761781977,1,1,89,124,4,94,3,3,8,0
2121,1989,Graduation,Married,84094.63988277732,0,1,88,106,16,31,1,3,7,0
2122,1963,Graduation,Single,64457.57647684077,0,0,9,12,72,110,2,3,8,0
2123,1981,Graduation,Widow,35575.627515825785,1,0,7,9,12,66,2,4,2,0
2124,1987,Master,Together,54543.77877514241,1,0,11,98,43,51,2,3,8,0
2125,1982,Graduation,Together,49526.25373197952,1,0,63,226,14,59,1,3,8,0
2126,1972,Master,Divorced,32548.370620686343,0,0,58,243,49,86,1,3,6,0
2127,1964,Basic,Widow,52723.678879132065,0,0,66,204,118,326,3,2,5,0
2128,1982,Graduation,Single,55813.905754408785,2,0,90,158,14,198,2,4,7,1
2129,1974,Master,Together,90625.06189303799,1,1,49,87,55,165,4,3,5,1
2130,1966,PhD,Together,38886.24948467454,2,1,22,153,133,95,3,3,9,0
2131,1982,PhD,Single,17812.013516093233,0,0,39,44,123,0,0,2,4,0
2132,1996,PhD,Married,31020.925292880456,1,0,96,36,17,62,1,2,1,0
2133,1951,Graduation,Together,34147.05153135555,1,0,77,106,19,251,3,0,3,0
2134,1963,Graduation,Single,43461.456479342094,0,0,86,1611,10,73,2,2,6,0
2135,1989,Graduation,Single,31069.92541745715,1,1,94,118,11,124,1,4,3,0
2136,1989,Graduation,Together,68442.4401163788,1,0,76,826,20,34,5,3,6,1
2137,1988,PhD,Single,29679.344739810404,0,1,75,149,6,371,1,1,6,0
2138,1955,Graduation,Married,52400.35936598461,0,0,98,173,37,384,4,2,3,1
2139,1955,2n Cycle,Together,92003.84367044349,1,1,17,478,23,23,3,1,7,0
2140,1952,Master,Single,63071.36543527248,0,0,20,29,68,193,3,4,7,0
2141,1956,Graduation,Married,61015.140234247185,0,1,0,60,49,11,2,6,4,0
2142,1957,Graduation,Married,89146.3240149032,0,2,37,1093,11,136,4,4,10,0
2143,1991,Basic,Widow,76912.99128473946,0,1,40,211,21,29,5,3,3,0
2144,1964,Master,Married,63302.48734705207,2,1,41,13,41,23,0,0,3,0
2145,1996,Master,Married,45785.46300111062,0,0,8,14,6,0,1,3,3,0
2146,1978,Graduation,Widow,51546.22250420413,0,2,22,713,0,424,1,4,6,0
2147,1982,Graduation,Single,50573.92264667587,2,0,77,619,57,265,3,5,6,0
2148,1979,Graduation,Single,43971.48904855783,0,0,10,183,4,12,1,4,8,1
2149,1988,Graduation,Divorced,56240.730237658485,0,0,70,53,66,137,3,1,8,0
2150,1976,Master,Married,59014.95394095312,1,2,30,532,73,39,1,4,9,0
2151,1985,Master,Single,27107.430656835484,0,1,87,117,18,45,3,9,8,0
2152,1978,PhD,Together,84640.84999924597,0,2,25,162,49,310,3,3,5,1
2153,1987,Basic,Single,60195.95026146563,1,1,29,344,13,18,2,2,7,0
2154,1982,PhD,Together,46744.340760987645,1,0,33,130,58,138,1,5,4,0
2155,1986,Graduation,Together,56423.51957458915,1,2,45,297,52,76,0,9,8,0
2156,1976,Graduation,Together,70607.377823172,2,2,68,649,2,31,1,4,4,0
2157,1982,2n Cycle,Together,22666.27174828215,1,0,4,478,26,90,1,3,8,0
2158,1953,Graduation,Single,49898.78547039508,1,0,60,144,30,423,5,3,8,1
2159,1971,2n Cycle,Together,28282.884502753343,1,1,82,101,0,228,2,4,7,1
2160,1951,Master,Together,105140.0764195124,0,2,37,100,117,21,1,3,7,0
2161,1959,Graduation,Together,54763.72095537229,0,1,27,128,15,283,2,3,5,0
2162,1954,PhD,Together,28445.08704800987,1,1,25,204,21,415,4,4,4,1
2163,1959,Basic,Single,120000.0,0,2,60,161,6,48,4,5,4,0
2164,1982,PhD,Single,41279.62842439222,0,1,22,42,28,60,0,4,5,1
2165,1987,2n Cycle,Single,47818.40163847585,0,1,45,53,49,20,0,5,9,0
2166,1962,2n Cycle,Divorced,49264.03520029275,0,1,29,125,26,63,2,3,10,0
2167,1980,Graduation,Single,35040.93886861929,0,0,66,247,46,167,2,6,8,0
2168,1996,Graduation,Together,56947.040349922856,1,1,91,269,39,47,2,3,5,0
2169,1985,2n Cycle,Single,15000.0,2,0,32,199,8,1,0,3,3,0
2170,1994,PhD,Divorced,73717.96765754583,1,1,2,402,17,61,2,3,5,0
2171,1973,Graduation,Together,29443.90258525559,1,0,68,400,4,90,2,4,11,0
2172,1964,Graduation,Single,43693.569553793764,0,0,82,167,1,125,2,3,6,0
2173,1978,PhD,Single,67030.39347372325,0,0,41,39,1,172,1,4,3,0
2174,1957,2n Cycle,Together,47910.77963387769,0,1,61,226,85,9,1,6,4,0
2175,1954,Master,Married,48729.04505804747,1,0,57,144,125,95,3,5,9,0
2176,1978,PhD,Together,31758.451145404582,0,0,56,44,2,46,1,7,11,0
2177,1996,Graduation,Widow,93912.96434940901,0,0,0,1202,12,443,3,2,10,0
2178,1953,Graduation,Single,62629.6476441318,1,0,72,138,3,66,2,4,3,1
2179,1961,Basic,Together,30344.301034616667,0,0,59,294,53,15,3,2,6,0
2180,1994,Graduation,Divorced,55563.64892115702,2,0,68,202,20,6,1,3,8,0
2181,1951,Graduation,Together,28930.6401069738,1,0,58,46,29,46,1,4,1,0
2182,1976,Graduation,Together,86448.28587978898,0,0,45,17,23,29,2,2,9,0
2183,1980,PhD,Single,55992.75921417092,0,0,33,294,37,157,1,4,6,1
2184,1985,2n Cycle,Single,32489.069441858668,1,0,96,85,11,281,1,5,5,0
2185,1985,Graduation,Married,65951.81471247833,0,1,24,83,4,56,3,1,9,0
2186,1975,Graduation,Together,46438.48655903373,0,0,41,943,0,129,2,8,4,0
2187,1992,PhD,Together,26235.42688955038,0,0,28,185,17,196,2,1,4,0
2188,1976,2n Cycle,Married,59620.926678004194,2,0,24,8,71,76,1,1,6,0
2189,1954,Graduation,Together,59056.83668275787,0,0,53,124,10,10,5,4,2,0
2190,1969,Graduation,Together,74754.67265134797,2,0,72,263,6,39,1,2,7,0
2191,1960,Graduation,Married,53290.071138355954,1,0,66,119,78,321,1,8,2,0
2192,1959,Basic,Together,54141.20573917102,0,1,14,8,3,261,7,3,7,0
2193,1989,Graduation,Married,55202.66073090368,1,1,3,176,1,13,0,2,8,1
2194,1987,Graduation,Together,83905.65989014058,0,0,37,33,63,38,5,5,4,0
2195,1955,PhD,Divorced,45798.52953451859,0,1,19,289,36,219,0,3,6,0
2196,1957,Master,Single,61389.099376114624,1,0,22,289,16,99,1,5,5,0
2197,1972,Graduation,Married,64334.90904031224,1,2,36,11,41,214,3,4,6,0
2198,1996,Basic,Married,58995.530384615195,0,0,61,103,40,35,1,3,6,1
2199,1975,Graduation,Married,45041.90787880859,2,1,7,160,1,457,2,5,8,0
2200,1995,PhD,Together,54412.08014615007,1,0,36,239,33,229,3,4,10,0
2201,1992,Graduation,Married,50126.84477134298,2,1,44,105,30,32,1,0,7,0
2202,1961,Master,Together,91184.20720223607,0,0,96,101,99,122,2,3,3,0
2203,1975,Graduation,Married,42844.72429137388,2,0,32,1222,101,18,1,5,6,0
2204,1962,Basic,Single,33748.42947495544,0,1,6,12,14,67,4,3,9,0
2205,1989,Master,Married,51875.966171338485,0,0,21,1354,26,161,4,1,6,0
2206,1967,PhD,Married,50466.03605142655,1,1,4,14,4,60,2,4,9,1
2207,1974,Master,Single,55936.870403372595,1,1,14,102,2,160,1,7,2,0
2208,1982,Master,Married,42851.06795597337,0,0,20,204,17,42,2,3,5,0
2209,1996,Graduation,Married,54207.46959865753,0,0,88,46,35,191,1,4,4,0
2210,1989,Graduation,Together,54592.140779424226,0,0,16,43,25,66,2,2,11,0
2211,1992,2n Cycle,Together,70119.79378720009,1,1,55,88,16,234,0,3,10,0
2212,1961,Graduation,Single,53860.12767418304,0,0,49,1089,51,22,5,4,8,0
2213,1993,Master,Married,54049.500612631775,0,0,6,143,47,67,0,5,8,0
2214,1985,2n Cycle,Together,62326.92759417034,0,2,49,250,39,93,5,3,7,1
2215,1997,Graduation,Married,69353.10126363035,2,0,59,365,2,82,1,6,4,0
2216,1953,PhD,Married,32326.484247468423,1,2,82,406,47,85,1,1,5,0
2217,1954,Graduation,Divorced,26953.58880266357,1,1,6,349,75,88,2,4,4,0
2218,1986,PhD,Single,85909.59258767622,2,0,39,123,1,673,4,1,2,1
2219,1957,Graduation,Married,66081.50875856316,0,0,44,35,15,32,0,0,6,0
2220,1991,Graduation,Together,47612.26727341194,0,1,58,99,133,219,1,4,6,0
2221,1998,PhD,Married,52394.03873266262,0,0,87,70,27,120,1,8,8,0
2222,1977,Master,Divorced,44148.766133403464,1,0,74,43,21,80,2,6,6,0
2223,1980,Master,Married,56225.614488831045,0,0,54,7,5,150,2,2,3,0
2224,1958,PhD,Married,32563.25621190624,0,1,63,823,25,288,4,4,5,0
2225,1978,Graduation,Together,68803.33970179853,0,1,64,761,17,94,0,4,1,0
2226,1963,PhD,Together,55509.06797257003,0,0,53,15,4,300,1,10,13,0
2227,1989,Graduation,Together,56232.54192066703,0,0,95,57,18,14,3,6,6,0
2228,1990,2n Cycle,Married,34121.15234642956,2,1,39,45,5,158,1,1,5,0
2229,1971,Master,Married,62485.341935452714,1,2,52,99,39,60,2,4,11,0
2230,1960,Master,Together,34580.56713707918,2,0,43,68,109,73,2,4,12,0
2231,1972,2n Cycle,Married,38156.982801824284,2,0,62,874,19,126,1,2,4,0
2232,1950,Graduation,Divorced,53752.438468835026,0,1,1,26,30,98,3,3,8,1
2233,1995,Master,Married,102146.63799231304,0,1,78,71,16,72,1,2,7,0
2234,1986,Graduation,Together,55429.32266709619,1,1,20,25,4,55,1,3,5,0
2235,1970,2n Cycle,Single,15000.0,1,2,87,1179,105,144,1,5,8,0
2236,1975,Graduation,Married,39149.97233278499,0,1,49,751,4,105,1,7,7,1
2237,1995,Master,Together,65674.58224441147,2,0,80,378,3,58,4,3,4,0
2238,1985,Basic,Single,29430.781100317523,0,1,51,166,18,34,1,4,7,0
2239,1972,Graduation,Married,68622.0488229132,0,1,8,63,32,223,3,1,6,0
2240,1950,Graduation,Divorced,55176.41149530059,1,2,98,75,13,241,3,10,4,0
2241,1989,Master,Together,71826.54385181551,0,0,19,175,6,36,1,2,6,0
2242,1964,Graduation,Married,40822.91781498006,0,0,82,438,51,45,3,3,10,1
2243,1970,Graduation,Together,39264.32170134568,0,1,17,92,13,40,1,2,8,0
2244,1996,Graduation,Married,63299.703165690225,0,0,83,111,6,323,4,4,5,1
2245,1958,Graduation,Single,51849.43250055681,1,0,29,274,13,223,1,2,10,0
2246,1958,Basic,Single,50639.54376427452,1,1,64,81,7,11,1,5,7,0
2247,1959,PhD,Single,83379.39737898126,1,0,23,263,21,268,1,5,7,0
2248,1975,Graduation,Widow,64082.8185412357,1,1,87,146,33,5,1,9,2,1
2249,1990,Graduation,Single,15000.0,0,1,46,10,48,43,4,6,5,0
2250,1984,Graduation,Together,67981.36245032775,0,0,82,154,7,376,4,1,4,0
2251,1974,Graduation,Married,65979.37600830244,0,2,93,755,5,299,2,6,3,0
2252,1975,Graduation,Together,75698.22574446864,0,1,89,104,0,228,3,3,3,0
2253,1960,Graduation,Married,33206.031608529825,0,0,43,116,7,91,0,2,2,1
2254,1987,Graduation,Single,58496.11650420246,1,0,28,20,0,58,2,4,7,0
2255,1951,Master,Together,54232.60042486363,2,2,76,286,12,319,1,4,9,0
2256,1956,Graduation,Married,32847.363050404936,0,0,67,567,4,160,6,1,2,0
2257,1967,PhD,Married,70935.33135813162,1,0,16,130,26,52,1,4,11,1
2258,1976,PhD,Married,47169.08001381235,0,0,96,82,14,93,2,3,6,0
2259,1983,PhD,Together,75054.64782504669,1,0,4,941,2,319,0,5,5,0
2260,1976,PhD,Together,37142.82429865048,1,0,91,410,15,350,1,8,5,1
2261,1966,PhD,Together,22788.290584012095,0,2,87,251,7,161,1,4,8,0
2262,1992,Basic,Together,47148.67635937711,0,1,80,109,34,197,1,7,8,0
2263,1993,PhD,Single,56638.26365124895,1,0,49,74,13,6,3,6,13,0
2264,1973,PhD,Married,41316.08145562177,1,0,39,377,4,139,2,6,3,0
2265,1974,Master,Married,15000.0,1,1,45,221,12,175,3,3,8,0
2266,1956,PhD,Together,59672.9828983754,1,0,50,220,7,3,1,6,5,0
2267,1955,Graduation,Together,59579.61381044052,2,1,10,22,47,278,0,6,7,0
2268,1973,Graduation,Married,65743.34557081932,0,1,11,215,122,395,0,1,5,0
2269,1982,Graduation,Married,44390.15128898445,0,1,12,519,0,40,1,6,5,0
2270,1998,Basic,Married,43298.965352361854,0,0,63,880,35,280,0,4,0,0
2271,1978,Master,Together,80806.43545602982,0,0,7,33,9,164,0,6,5,0
2272,1992,2n Cycle,Married,20491.906283565677,0,0,64,299,2,130,1,3,7,0
2273,1971,PhD,Together,47057.644126647196,1,0,8,252,0,277,4,7,8,0
2274,1975,Graduation,Single,54846.036922636114,0,0,91,663,63,50,3,2,7,0
2275,1977,Graduation,Married,64120.43660028482,0,2,1,417,13,234,4,9,4,0
2276,1999,PhD,Widow,55395.343648086375,2,1,77,1007,156,56,2,8,5,0
2277,1970,PhD,Together,33560.14723076882,0,2,12,965,17,232,3,2,6,0
2278,1998,2n Cycle,Together,75352.27896041708,0,1,1,76,6,89,1,8,1,0
2279,1956,Graduation,Single,52038.14824553815,1,0,67,387,45,18,1,3,4,0
2280,1966,PhD,Single,18639.945870172713,1,1,75,226,78,72,2,4,3,0
2281,1969,PhD,Together,56183.53301546788,0,0,47,72,50,39,2,4,4,0
2282,1990,PhD,Together,61505.537424429276,0,0,73,65,41,15,2,3,8,0
2283,1998,PhD,Married,91214.87906796229,1,0,2,25,12,17,4,6,3,0
2284,1969,Master,Married,60175.02697740584,0,1,67,476,1,227,4,3,3,0
2285,1971,Graduation,Married,22359.48855969756,0,1,5,117,6,319,4,3,3,0
2286,1977,Master,Married,23061.97418383287,1,0,86,583,17,392,0,5,5,1
2287,1989,PhD,Married,77174.18916396535,0,0,4,281,93,288,2,4,7,1
2288,1998,Basic,Married,35943.939733017214,0,0,2,335,38,265,2,4,8,0
2289,1956,Master,Single,21008.378717096806,0,0,9,103,52,10,3,4,3,0
2290,1950,Graduation,Divorced,72010.21735516866,2,0,42,183,9,234,2,3,5,0
2291,1981,Graduation,Divorced,42485.28375570659,2,1,18,159,34,229,3,4,4,0
2292,1962,2n Cycle,Together,70940.27928319215,0,1,13,80,59,21,4,6,5,0
2293,1979,PhD,Single,33705.60989341177,0,0,20,536,19,162,2,3,2,0
2294,1972,2n Cycle,Divorced,81476.2466733176,0,1,42,291,16,90,1,1,8,0
2295,1968,Graduation,Together,69441.27413866553,0,0,27,11,38,345,1,2,9,0
2296,1981,PhD,Married,37546.29266797306,0,2,20,514,24,178,1,5,5,0
2297,1979,Master,Divorced,18792.190662107183,1,0,35,33,149,452,2,2,10,1
2298,1978,2n Cycle,Together,98103.27717508283,0,1,23,155,16,16,4,4,9,0
2299,1998,Graduation,Together,47795.84596013707,0,2,53,254,5,6,3,3,5,0
2300,1994,Master,Married,36745.36705848566,0,1,37,2,19,545,3,2,6,0
2301,1978,PhD,Married,79726.16537658998,0,0,16,317,8,12,3,1,7,0
2302,1979,Graduation,Single,70915.1970682488,0,1,21,323,24,73,5,2,10,1
2303,1965,PhD,Together,75655.9308662516,0,0,82,317,4,157,1,5,8,0
2304,1989,PhD,Married,50029.83444964538,1,0,44,53,89,318,1,7,5,0
2305,1968,2n Cycle,Married,89621.09380647249,1,0,73,88,58,44,3,2,7,0
2306,1967,Graduation,Together,25787.636388972765,0,2,60,85,5,4,4,9,2,0
2307,1950,Graduation,Together,40959.00956884958,0,2,10,966,5,110,2,4,7,1
2308,1963,Graduation,Married,59797.57511429767,0,0,60,20,21,95,1,5,7,0
2309,1996,Graduation,Divorced,75362.22688474227,0,0,37,167,44,54,6,2,4,0
2310,1999,Graduation,Married,65223.18041049659,1,2,65,614,7,310,1,2,5,0
2311,1951,Master,Married,50342.68528306418,0,0,32,440,1,207,3,5,9,0
2312,1977,Graduation,Single,42497.04265521041,1,0,42,518,23,292,2,4,5,0
2313,1998,2n Cycle,Married,75470.2171671871,1,0,30,1075,35,26,1,4,5,0
2314,1999,2n Cycle,Single,67287.92026554061,2,1,34,146,8,176,2,4,8,0
2315,1979,PhD,Single,34509.524146178715,2,0,36,111,40,553,2,3,5,0
2316,1987,2n Cycle,Single,33914.61203873946,0,1,46,9,90,141,2,4,6,1
2317,1953,Master,Married,41090.23691120969,2,0,99,48,4,28,0,5,8,0
2318,1950,PhD,Married,38524.76268761251,1,0,22,247,21,820,2,6,6,0
2319,1957,Graduation,Married,72596.81825092935,1,0,35,51,1,112,1,3,7,0
2320,1978,Graduation,Together,60714.646444360355,0,0,39,399,6,274,2,8,9,0
2321,1988,PhD,Single,63155.74480806196,1,0,89,11,2,24,2,4,7,0
2322,1952,Basic,Single,55833.39273593552,0,0,88,90,15,164,0,4,4,0
2323,1981,Graduation,Single,56775.41430674709,1,1,80,356,51,365,1,3,4,0
2324,1959,Basic,Divorced,20363.651693193773,0,0,14,88,25,113,1,2,4,0
2325,1959,PhD,Single,67883.67315369537,1,1,36,391,7,51,1,1,5,0
2326,1968,Graduation,Married,40730.37038817114,0,2,3,1646,1,20,1,7,4,0
2327,1995,2n Cycle,Married,51336.89333900014,0,1,21,478,24,52,1,3,3,0
